iter	Logloss
207	0.4624185753
208	0.4621918498
209	0.4620576557
210	0.4619185642
211	0.4618521902
212	0.4617692822
213	0.4616465228
214	0.4615191971
215	0.4613875102
216	0.4612747817
217	0.4612116232
218	0.4609791847
219	0.4608881306
220	0.4608364187
221	0.4607285689
222	0.4605317201
223	0.4604172646
224	0.4602205702
225	0.4600914553
226	0.4599716682
227	0.4597546173
228	0.4596902829
229	0.4595301779
230	0.4594929263
231	0.4592943874
232	0.4591331498
233	0.4590262164
234	0.458845785
235	0.4587200225
236	0.4586275708
237	0.4585325826
238	0.4583875887
239	0.4581508458
240	0.4580688901
241	0.4578636842
242	0.4577135116
243	0.4575859593
244	0.4574433976
245	0.457196174
246	0.4571374234
247	0.4570501012
248	0.4569844159
249	0.4568043769
250	0.4567290928
251	0.4565684622
252	0.4563803184
253	0.4562358332
254	0.4560979884
255	0.4560257196
256	0.4558246774
257	0.455659823
258	0.4555115395
259	0.4554050274
260	0.4551920705
261	0.4550803775
262	0.4549516214
263	0.4548013223
264	0.4546383366
265	0.4545938782
266	0.4544845356
267	0.4543670974
268	0.4543043312
269	0.4542393389
270	0.4541879411
271	0.454097645
272	0.4539626602
273	0.453772956
274	0.4536397487
275	0.4535617526
276	0.4534482888
277	0.4533462489
278	0.4532120101
279	0.4530952782
280	0.4528693793
281	0.452731489
282	0.4525985501
283	0.4525537525
284	0.452466982
285	0.4524079903
286	0.4523392315
287	0.4522122761
288	0.4521459658
289	0.4520883546
290	0.4520011494
291	0.4518924814
292	0.4518561895
293	0.4517085261
294	0.451512084
295	0.451403664
296	0.4513101073
297	0.451285735
298	0.4512456258
299	0.4511325404
300	0.4509432069
301	0.4508356971
302	0.45077371
303	0.4507033911
304	0.4506347095
305	0.4505038668
306	0.4504443518
307	0.4503951861
308	0.4502482781
309	0.4501752346
310	0.4499978313
311	0.4497706372
312	0.4495840397
313	0.4494439814
314	0.449207508
315	0.4489474532
316	0.4488192717
317	0.4487354671
318	0.4485454919
319	0.448423123
320	0.4482516159
321	0.4480697872
322	0.4479216403
323	0.4477762416
324	0.4476912179
325	0.4475950167
326	0.4473801623
327	0.4471949816
328	0.4469286202
329	0.4468700573
330	0.4466797302
331	0.4465759685
332	0.4463940249
333	0.4461885893
334	0.4460557693
335	0.4459849885
336	0.4458410747
337	0.4456963627
338	0.4454804197
339	0.4453366685
340	0.4451670692
341	0.4451095644
342	0.4450019066
343	0.4449204706
344	0.4446831211
345	0.444495168
346	0.44431978
347	0.4441777461
348	0.4440734804
349	0.4439706124
350	0.4439349281
351	0.4436614851
352	0.4434502748
353	0.4433042492
354	0.4431539912
355	0.4430356877
356	0.4428783055
357	0.4427482906
358	0.4426091499
359	0.4424466604
360	0.4422176189
361	0.442055894
362	0.4418775781
363	0.4418171058
364	0.4417720366
365	0.4415941476
366	0.4413418009
367	0.4412488552
368	0.4411166401
369	0.4409284729
370	0.4408119306
371	0.4406595119
372	0.4404663809
373	0.4404038357
374	0.4403433539
375	0.4401701269
376	0.4400026384
377	0.4397422964
378	0.4395990856
379	0.4394785489
380	0.4392836531
381	0.4390796679
382	0.4389406891
383	0.4388407349
384	0.4386611018
385	0.4384329066
386	0.4381767859
387	0.4379920312
388	0.4377971284
389	0.4376198262
390	0.4375987284
391	0.4374433301
392	0.4372515186
393	0.4370340054
394	0.4368448307
395	0.4366493565
396	0.436482712
397	0.436223971
398	0.4360377021
399	0.4358653005
400	0.4355941351
401	0.43550415
402	0.4353731466
403	0.435317998
404	0.4352123618
405	0.4350683268
406	0.4349338007
407	0.4346339668
408	0.4343830933
409	0.4342266111
410	0.4339946015
411	0.4337886887
412	0.4336639184
413	0.4335270625
414	0.4334692896
415	0.4333411474
416	0.4331290171
417	0.4330765531
418	0.4330301524
419	0.4328185198
420	0.4326507472
421	0.4326436236
422	0.4324808836
423	0.4323025106
424	0.4320550961
425	0.4319471579
426	0.4318227436
427	0.4316915254
428	0.4315921235
429	0.4314261614
430	0.431294846
431	0.4312188235
432	0.4311839137
433	0.4309457877
434	0.4307468876
435	0.4305332114
436	0.430404776
437	0.4302069216
438	0.4300805361
439	0.4299748577
440	0.4298284245
441	0.4296735596
442	0.4296604879
443	0.4295049887
444	0.429418612
445	0.4292955056
446	0.4292794744
447	0.4291462858
448	0.4290454681
449	0.4289273011
450	0.4287685005
451	0.4286324429
452	0.4286253806
453	0.4284925339
454	0.4283985895
455	0.4281885367
456	0.4281048872
457	0.4279421363
458	0.4277881313
459	0.4276153291
460	0.4274521368
461	0.4273343955
462	0.4271675958
463	0.4269948483
464	0.4268896354
465	0.4267819784
466	0.4266654893
467	0.4265337125
468	0.4265253415
469	0.4263810353
470	0.4262323646
471	0.4260292944
472	0.4259209526
473	0.4258490861
474	0.425738894
475	0.4256337143
476	0.4255140532
477	0.4253037462
478	0.425296382
479	0.4251884876
480	0.4250468901
481	0.424943279
482	0.4247729627
483	0.4246624857
484	0.4245446037
485	0.4243310155
486	0.4241960092
487	0.4239603307
488	0.423859499
489	0.4237095
490	0.4236357472
491	0.4234287261
492	0.4233054817
493	0.4231591477
494	0.422937786
495	0.4227678066
496	0.4226724906
497	0.4225956753
498	0.4225082987
499	0.4224038341
500	0.4221896957
501	0.422092241
502	0.4218871019
503	0.4216596361
504	0.421515072
505	0.4213972039
506	0.4212449777
507	0.4210865141
508	0.420985311
509	0.4209713116
510	0.4207942805
511	0.420628735
512	0.4204604774
513	0.4202324092
514	0.4200420006
515	0.4199211702
516	0.4197821734
517	0.4197698541
518	0.4196425741
519	0.4195018061
520	0.4192902043
521	0.4191287742
522	0.4188596911
523	0.4186930874
524	0.4185544311
525	0.4183699041
526	0.4182411161
527	0.4180529825
528	0.4180467833
529	0.4179452711
530	0.4177715633
531	0.4175877428
532	0.4174655515
533	0.4172199825
534	0.4170866523
535	0.4169275012
536	0.4167978537
537	0.4166490513
538	0.416530688
539	0.416400679
540	0.4161916045
541	0.4160754568
542	0.4159388504
543	0.4159327959
544	0.4158374408
545	0.4156769635
546	0.4155211055
547	0.4154506045
548	0.4153611127
549	0.415250814
550	0.4152368162
551	0.4151586468
552	0.4150012811
553	0.4148511075
554	0.4147596356
555	0.414632844
556	0.4145128093
557	0.4143995979
558	0.414281295
559	0.4141476774
560	0.4141238106
561	0.4139974507
562	0.4138008718
563	0.4136171053
564	0.41353115
565	0.4133989415
566	0.413286202
567	0.4131517871
568	0.4130058182
569	0.4128540271
570	0.4127182588
571	0.4125944394
572	0.4123972219
573	0.4122154031
574	0.4121014671
575	0.4120209622
576	0.4118300043
577	0.4117374978
578	0.4116152547
579	0.4115279941
580	0.4115182832
581	0.4112942984
582	0.4112345999
583	0.4111653394
584	0.4110672629
585	0.4107865136
586	0.4106902392
587	0.4106294402
588	0.4105150274
589	0.4103711227
590	0.4102603754
591	0.4101662794
592	0.4100424943
593	0.4100371017
594	0.4098494306
595	0.4097796641
596	0.4096464735
597	0.4094770352
598	0.4093423726
599	0.4091521286
600	0.409071976
601	0.4089566882
602	0.4088285748
603	0.4087006147
604	0.4084860378
605	0.4083544017
606	0.4083439313
607	0.4083385224
608	0.4082455085
609	0.4080699362
610	0.4078640947
611	0.4077751817
612	0.4076508315
613	0.4075632262
614	0.4074542874
615	0.407353932
616	0.4073492616
617	0.4072564119
618	0.4070019253
619	0.4068857573
620	0.4067400174
621	0.4066807732
622	0.4064619462
623	0.4063532203
624	0.406242522
625	0.4061885238
626	0.4061246913
627	0.4059770153
628	0.4058000316
629	0.4056648422
630	0.4055666179
631	0.4054609753
632	0.405456477
633	0.4053301583
634	0.4052522199
635	0.4051039034
636	0.4050970874
637	0.4048431465
638	0.4047049153
639	0.4046201543
640	0.4044749834
641	0.404338938
642	0.4042290089
643	0.4040959853
644	0.4040094146
645	0.4039499883
646	0.4038067226
647	0.4037660916
648	0.4037126013
649	0.4035549961
650	0.4033895721
651	0.4032873259
652	0.4031956956
653	0.4031110565
654	0.4029925216
655	0.4028821691
656	0.4026786051
657	0.402600126
658	0.402463539
659	0.4024594957
660	0.4023275366
661	0.4021990535
662	0.4021104559
663	0.402105259
664	0.40190492
665	0.4017920353
666	0.4016359782
667	0.401519152
668	0.4014495769
669	0.4012826893
670	0.4012066634
671	0.4010829081
672	0.4009694749
673	0.4008631185
674	0.4008586867
675	0.4007813076
676	0.400765806
677	0.4005582171
678	0.4004819905
679	0.400318172
680	0.4002549531
681	0.4001547755
682	0.4000409296
683	0.3998653805
684	0.3997373435
685	0.3996308255
686	0.3994919254
687	0.3994226363
688	0.3993786503
689	0.3992719234
690	0.3992084006
691	0.3990746507
692	0.398917326
693	0.3988021124
694	0.3986730433
695	0.3985432445
696	0.3983481018
697	0.398267848
698	0.3981521732
699	0.3980273144
700	0.3978773581
701	0.3977758231
702	0.3976340491
703	0.3975537022
704	0.3974474459
705	0.3973681969
706	0.397304717
707	0.3972236267
708	0.3970829125
709	0.3970155939
710	0.3969110772
711	0.3967985711
712	0.3965996438
713	0.3965204974
714	0.3964738776
715	0.3962618053
716	0.3961127206
717	0.3959539551
718	0.395875366
719	0.3957410766
720	0.3955579635
721	0.3955524951
722	0.3953947894
723	0.3952618368
724	0.3949858469
725	0.3949233073
726	0.3948394534
727	0.3946707009
728	0.3945100529
729	0.3944447617
730	0.3943326295
731	0.394172441
732	0.3940595442
733	0.3939135227
734	0.3937864223
735	0.3937822847
736	0.3937026232
737	0.3934744224
738	0.393283714
739	0.3932029507
740	0.3931148119
741	0.393007092
742	0.3929320992
743	0.392875392
744	0.3927669527
745	0.3926516214
746	0.3925031983
747	0.3924607946
748	0.3923028608
749	0.3922121408
750	0.3920784851
751	0.3919616702
752	0.3918599179
753	0.3917918121
754	0.3916939868
755	0.3916000028
756	0.3914743342
757	0.3913781299
758	0.3913088091
759	0.3911597949
760	0.3911362758
761	0.3910065838
762	0.3909232526
763	0.3908133247
764	0.3906880059
765	0.3905559077
766	0.3904637734
767	0.3903298798
768	0.3901909749
769	0.3900650823
770	0.3899273764
771	0.3898259673
772	0.389670564
773	0.3896666701
774	0.3895699898
775	0.3894371907
776	0.3893107779
777	0.3892436096
778	0.3891401787
779	0.3890634988
780	0.388989207
781	0.3888644523
782	0.3887287279
783	0.3886622521
784	0.3884995795
785	0.3883620747
786	0.3883585214
787	0.3883070979
788	0.3882593154
789	0.3881787992
790	0.3879929699
791	0.3878925711
792	0.3878344864
793	0.3877592487
794	0.3876186158
795	0.3875100485
796	0.3873688173
797	0.3872115073
798	0.3870842864
799	0.386988721
800	0.3869169667
801	0.3867966147
802	0.3866988453
803	0.3864918221
804	0.386398556
805	0.386350574
806	0.3862386002
807	0.3861115527
808	0.3860915762
809	0.3859196371
810	0.3857996136
811	0.3857246248
812	0.385587104
813	0.3854906409
814	0.3853588296
815	0.3853102789
816	0.3851961089
817	0.3850926305
818	0.3849883835
819	0.3849801456
820	0.3848442731
821	0.3847029497
822	0.3846317673
823	0.3845622341
824	0.3844282105
825	0.3843519121
826	0.3842441179
827	0.3841989103
828	0.3841953632
829	0.3840682637
830	0.3839969067
831	0.3838207844
832	0.3836586063
833	0.3834582268
834	0.383352098
835	0.3831866436
836	0.3830953499
837	0.3829829518
838	0.3828927244
839	0.3828557555
840	0.3827685838
841	0.3827330856
842	0.3827204899
843	0.3826234045
844	0.3825779338
845	0.3825691378
846	0.3824469593
847	0.3824416764
848	0.3823686996
849	0.3822621783
850	0.3821647811
851	0.3820699635
852	0.3818730673
853	0.3817017467
854	0.3815960035
855	0.3814656048
856	0.3813980428
857	0.381324905
858	0.3813208057
859	0.3812625483
860	0.3810692247
861	0.3809093855
862	0.3808393823
863	0.3808356356
864	0.3807393208
865	0.3806324361
866	0.3805506763
867	0.3805431278
868	0.3803980778
869	0.3803166468
870	0.3801994942
871	0.380054864
872	0.3800516567
873	0.3799915863
874	0.3799250274
875	0.3798929371
876	0.3797776296
877	0.3796855937
878	0.379679432
879	0.3795869432
880	0.3795202251
881	0.3794129626
882	0.3792712575
883	0.3792380649
884	0.3790460333
885	0.3788754966
886	0.3787705069
887	0.3786102186
888	0.3785184571
889	0.3783709732
890	0.3782567466
891	0.3779977951
892	0.3779341783
893	0.3777574232
894	0.3776734382
895	0.3775589482
896	0.3774454185
897	0.3773415648
898	0.3772638634
899	0.377191412
900	0.3771180379
901	0.3769739534
902	0.3768892495
903	0.3768176609
904	0.3767875309
905	0.3766566724
906	0.3765684288
907	0.3764958024
908	0.3764325401
909	0.3762469938
910	0.3761827491
911	0.3760625668
912	0.3759905236
913	0.3758070889
914	0.3757520988
915	0.3756214787
916	0.3755361581
917	0.3755295282
918	0.3754407786
919	0.3752972901
920	0.375095917
921	0.3749319526
922	0.3748472705
923	0.3747053065
924	0.374605766
925	0.3744390985
926	0.374334656
927	0.3742738234
928	0.3741573828
929	0.374115253
930	0.3740178636
931	0.3739440335
932	0.3738516522
933	0.3738302374
934	0.3736953815
935	0.3735968119
936	0.3734670546
937	0.3733589326
938	0.3733299197
939	0.3732530714
940	0.3731725859
941	0.3730533454
942	0.3729788411
943	0.3727984541
944	0.3726976223
945	0.3725986837
946	0.3725178813
947	0.3724821562
948	0.3724072366
949	0.3723245193
950	0.3721776821
951	0.3721276082
952	0.3719416799
953	0.3718737004
954	0.3717412451
955	0.3716710063
956	0.3715017105
957	0.371389014
958	0.3712781562
959	0.3712009255
960	0.3711170486
961	0.3710159655
962	0.3709233173
963	0.370825906
964	0.3707750567
965	0.3707278856
966	0.3706622808
967	0.3704944994
968	0.3704432576
969	0.370283221
970	0.3701887765
971	0.3701080953
972	0.369994599
973	0.3699146872
974	0.3698145833
975	0.3697060066
976	0.3696211676
977	0.3695372011
978	0.3694640787
979	0.3692913626
980	0.3692532501
981	0.3691522793
982	0.3690758597
983	0.3689735166
984	0.3688972888
985	0.3688364296
986	0.3687203973
987	0.3686572086
988	0.3685654686
989	0.3684582529
990	0.3683381733
991	0.3682479773
992	0.3682100461
993	0.3681107367
994	0.368005044
995	0.3678918408
996	0.3677483078
997	0.3676917379
998	0.3675368489
999	0.3674514736
